requirement_id,chapter,keyword_profile,text
CDS1200-R007,CDS-1200,MUST,"A consumer MUST be able to identify which files are source artefacts and which are generated evidence. In the reference layout, everything under `evidence/` is generated; everything else is source."
CDS1200-R008,CDS-1200,MUST,A reference package MUST declare its complete runtime dependencies with pinned versions in a machine-readable file distributed with the package.
CDS1200-R009,CDS-1200,MUST NOT+MUST,"The reference runner MUST verify at startup that every validation capability the suite depends on (including the `date-time` format assertion) is actually enforced in the current environment, and MUST exit non-zero with an actionable message when one is not — it MUST NOT continue with silently weakened validation."
CDS1200-R010,CDS-1200,MUST,"A released package MUST include a machine-readable file manifest with a cryptographic hash for each distributed file, and MUST state its self-exclusion convention."
CDS1200-R011,CDS-1200,MUST,The manifest MUST include a single package-level hash derived deterministically from the per-file hashes.
CDS1200-R012,CDS-1200,MUST,Generated evidence intended for assurance MUST embed the hash of the package manifest (or an equivalent package release identifier) so the evidence identifies the exact artefacts evaluated. *(Closes finding CDS1200-10: the v0.2 report records `manifest_sha256`.)*
CDS1200-R013,CDS-1200,SHOULD,A validator or assurance process SHOULD verify package hashes before treating results as release evidence.
CDS1200-R014,CDS-1200,MUST,"Every reference schema MUST declare the supported schema dialect, a release-independent `$id` and a per-schema semantic version, per the identifier policy in CDS-1100."
CDS1200-R015,CDS-1200,MUST,"The package MUST include all referenced schemas required to validate the distributed fixtures without network access, and the manifest MUST inventory the registry (id, version, path)."
CDS1200-R016,CDS-1200,MUST,A shared definition MUST have exactly one authoritative schema file within a package release.
CDS1200-R017,CDS-1200,SHOULD,Entity schemas SHOULD close unevaluated top-level properties unless a governed extension point is explicitly provided.
CDS1200-R018,CDS-1200,MUST,"The reference runner MUST cross-check each instance's declared `cds_schema` against the `$id` of the schema actually applied, and treat a mismatch as a validation error."
CDS1200-R019,CDS-1200,MUST,Every fixture MUST have a declared expected validation outcome in the machine-readable catalogue.
CDS1200-R020,CDS-1200,SHOULD,A negative fixture SHOULD isolate one principal violation so that a failed test remains diagnosable.
CDS1200-R021,CDS-1200,MUST NOT+MUST,"Reference fixtures MUST be synthetic and MUST NOT contain live credentials, personal customer information or confidential supplier data."
CDS1200-R022,CDS-1200,MUST,"All positive fixtures MUST validate under their declared schemas, and the package MUST include at least one complete canonical product-to-verification lifecycle fixture chain."
CDS1200-R023,CDS-1200,MUST,"A package MUST contain negative fixtures for required fields, controlled enumerations, semantic identifier syntax, numerical ranges and standard formats where those constraints are normative."
CDS1200-R024,CDS-1200,MUST,A validator run MUST be considered failed if a negative fixture unexpectedly validates.
CDS1200-R025,CDS-1200,MUST,"Each negative catalogue entry MUST declare the intended error (as one or more expected error substrings or an equivalent machine-checkable assertion), and the runner MUST require the intended error to be present, excluding composition-cascade errors from counting as evidence."
CDS1200-R026,CDS-1200,MUST NOT,An implementation MUST NOT represent cross-document or semantic integrity as established merely because each individual document passes structural schema validation. *(Applies equally to this chapter's own evidence: §17 reports structural and semantic counts separately.)*
CDS1200-R027,CDS-1200,MUST,A semantic test MUST identify all documents or services required to evaluate the rule.
CDS1200-R028,CDS-1200,MUST,"The reference runner MUST execute the packaged semantic catalogue, and a run MUST be considered failed when any semantic outcome differs from its declared expectation."
CDS1200-R029,CDS-1200,MUST,"A publication assurance fixture MUST preserve the identifiers linking canonical revision, publication, observation and verification result, and MUST keep canonical, observed and verification values in distinct documents."
CDS1200-R030,CDS-1200,MUST,A verification fixture MUST declare the comparison strategy used for each compared field.
CDS1200-R031,CDS-1200,MUST,A reference fixture MUST be deterministic under the documented comparison and validation rules.
CDS1200-R032,CDS-1200,MUST,"Where a test requires randomness or time simulation, the seed and clock MUST be explicitly controlled and recorded."
CDS1200-R033,CDS-1200,MUST,The packaged validation suite MUST run without network access.
CDS1200-R034,CDS-1200,MUST,A reference runner MUST return a non-zero process status when any actual outcome differs from the expected outcome or the package cannot be loaded and verified.
CDS1200-R035,CDS-1200,MAY,An alternative implementation MAY replace the reference runner if it evaluates the same catalogues and produces equivalent outcomes.
CDS1200-R036,CDS-1200,MUST,A validation report MUST distinguish instance validity from test-case outcome.
CDS1200-R037,CDS-1200,MUST,"Generated evidence MUST identify fixture, schema, expected result, actual result, test outcome and the execution environment (language runtime and dependency versions)."
CDS1200-R038,CDS-1200,MUST,Structural and semantic results MUST be separately identifiable in the report and its summary.
CDS1200-R039,CDS-1200,MUST,"Every package release MUST publish a changelog, a manifest and a test report. *(The v0.2.0 release ships `CHANGELOG.md`, keyed to review finding IDs — resolves finding CDS1200-5, under which the v0.1 release failed its own rule.)*"
CDS1200-R040,CDS-1200,MUST,"A fixture outcome change between releases MUST be explained as a standard correction, a test correction or an intentional compatibility change."
CDS1200-R041,CDS-1200,MUST,"Conformance MUST be determined by documented outcomes against the packaged catalogues, not by use of a particular programming language or library. Python is used only for the initial informative runner; any language may host an equivalent implementation (CDS1200-R035)."
CDS1300-R001,CDS-1300,MUST,"A migration MUST include an operational transition plan, not only a data-load procedure."
CDS1300-R002,CDS-1300,MUST,"Business continuity, rollback and verification MUST be designed and approved before production cutover."
CDS1300-R003,CDS-1300,MUST NOT+MUST+MAY,Every function named in this chapter MUST have a named owner. One person MAY hold any number of functions simultaneously. A conformance assessment MUST NOT require distinct individuals per function.
CDS1300-R004,CDS-1300,SHOULD NOT+MUST,"Where staffing permits, the person who builds a migration artifact (mapping, transformation, load package) SHOULD NOT be the sole acceptor of that artifact. Where one person must do both, the acceptance record MUST note the dual role and the compensating control applied (for example: checklist-driven self-review against frozen criteria, evidence archived for later independent review). Segregation-"
CDS1300-R005,CDS-1300,MAY,An organisation MAY adopt the **small-team profile** by declaring it in its conformance claim (claim rules: CDS-1000). Under that profile the requirements listed in Table 2-1 apply at the downgraded level shown; **all other requirements apply unchanged**.
CDS1300-R006,CDS-1300,MUST NOT+MUST,The migration plan MUST identify the declared starting state and MUST NOT assume that a system is authoritative merely because it currently contains the most data.
CDS1300-R007,CDS-1300,MUST NOT,"Production migration MUST NOT begin until every critical readiness risk has an owner, a treatment and an acceptance decision."
CDS1300-R008,CDS-1300,MUST,"Every source that can change product information MUST appear in the source inventory, including manual spreadsheets and channel-admin edit practices."
CDS1300-R009,CDS-1300,MUST,"Every inventoried source, field, mapping and rule MUST carry a `migration_disposition` — one of `migrate`, `transform`, `merge`, `quarantine`, `retire`, `out_of_scope` — with an evidence location. Nothing exits the migration without a recorded disposition."
CDS1300-R010,CDS-1300,MUST,"The inventory MUST distinguish authoritative source data, reference data, derived data, channel projections and observed downstream data."
CDS1300-R011,CDS-1300,MUST,Unknown fields MUST be classified (and receive a disposition) before they are transformed or discarded.
CDS1300-R012,CDS-1300,MUST,Every migrated field MUST have exactly one declared target authority.
CDS1300-R013,CDS-1300,MUST,Read-back and verification fields MUST remain separate from authoritative values throughout migration.
CDS1300-R014,CDS-1300,MUST,"Each authority cutover MUST be evidenced by at least one of: **(a)** a permission or access change that prevents non-authoritative writes to the field; **(b)** drift detection armed on the field (observation plus comparison per CDS-500); or **(c)** a documented acceptance that enforcement is detection-only, naming the residual risk owner."
CDS1300-R015,CDS-1300,MUST,The target model MUST be validated with representative products before full mapping begins.
CDS1300-R016,CDS-1300,MUST NOT+MUST,Target fields MUST NOT be created solely to preserve accidental source-system implementation details; legitimate source provenance and business meaning MUST be preserved even when field names and storage mechanisms change.
CDS1300-R017,CDS-1300,MUST NOT,"A channel's collections, tags or product types MUST NOT be assumed to be canonical categories."
CDS1300-R018,CDS-1300,MUST+MAY,After migration each product MUST have one primary internal category; collections MAY remain many-to-many merchandising projections (rules: CDS-200 §6).
CDS1300-R019,CDS-1300,MUST,External taxonomy mappings MUST retain the source taxonomy version and the mapping rationale.
CDS1300-R020,CDS-1300,MUST,Distinct source values MUST be profiled before dictionary normalisation begins.
CDS1300-R021,CDS-1300,MUST NOT+MUST,Ambiguous mappings MUST enter review; they MUST NOT be resolved by first-match or other arbitrary logic.
CDS1300-R022,CDS-1300,MUST,"Every source value mapped during migration MUST be retained as an alias (an Alias Mapping Record, CDS-400) with provenance. *(v0.1's ""where useful"" qualifier is deleted: aliases are what future imports and read-back comparison match against — discarding them breaks verification later.)*"
CDS1300-R023,CDS-1300,MUST,"Facet values MUST be designed for customer usability (CDS-600), not inferred solely from current distinct-value counts."
CDS1300-R024,CDS-1300,MUST NOT,A migration MUST NOT create new SKU identities merely to fit a target platform unless a governed re-identification plan exists.
CDS1300-R025,CDS-1300,MUST NOT+MUST,Every variant consolidation or split MUST be evidenced by an approved old-to-new cross-reference table. The cross-reference table is the **primary** control; mechanical reversibility of a restructure is rarely available on production channels and MUST NOT be assumed or claimed without test evidence.
CDS1300-R026,CDS-1300,MUST,"The wave design MUST check migrated products against the declared structural limits of each target channel profile (variants per product, option count, value lengths — CDS-900) **at design time**, before mapping is finalised, not at load time."
CDS1300-R027,CDS-1300,MUST,Asset migration MUST preserve available rights and provenance metadata.
CDS1300-R028,CDS-1300,MUST NOT,Asset transfer success MUST NOT be treated as proof that the channel displays the correct asset in the correct order; media ordering and variant association are in verification scope (CDS-500).
CDS1300-R029,CDS-1300,MUST,"Each migrated channel field MUST identify its canonical source, transformation, destination and comparison strategy."
CDS1300-R030,CDS-1300,MUST,"Channel overrides MUST be explicit, attributable and bounded (override records: CDS-500 §21)."
CDS1300-R031,CDS-1300,MUST+MAY,"New channel fields MUST use the `CH_` namespace (ADR-D24; registry: CDS-300). Legacy `DF_` names MAY persist during transition only as registered deprecated aliases with provenance. Per ADR-D24 §3, a field is a feed-layer projection **iff it is a literal serialized feed column**; such projections live under `CH_` and the feed artifact is verified end to end at the formatted-output layer."
CDS1300-R032,CDS-1300,MUST NOT+MUST,"Generated tags, collections and feed outputs MUST be reproducible from governed source data or rules; they MUST NOT be imported as independent canonical truth."
CDS1300-R033,CDS-1300,MUST,"A migration that changes customer-facing URLs, handles, slugs or channel identifiers MUST, for every existing customer-facing URL, either preserve the URL or serve a permanent redirect to its successor."
CDS1300-R034,CDS-1300,MUST,"SEO-critical fields — page titles, meta descriptions, canonical URLs, and any structured-data fields declared in the channel profile — MUST be included in the pre-cutover baseline (§15) and in post-cutover verification scope."
CDS1300-R035,CDS-1300,SHOULD,"Redirect coverage SHOULD be verified after cutover by sampling pre-cutover URLs, and index-status and organic-traffic signals SHOULD be monitored through the wave's proving period."
CDS1300-R036,CDS-1300,MUST,"A downstream baseline MUST be captured and frozen before production cutover wherever read-back is technically available, and the frozen baseline MUST be retained at least until the wave passes its exit gates (it is also the rollback republication source — R042)."
CDS1300-R037,CDS-1300,MUST,Pre-existing mismatches MUST be recorded and distinguished from mismatches introduced by migration.
CDS1300-R038,CDS-1300,MUST NOT+MUST,"Fields that cannot be observed MUST be recorded with the `UNOBSERVABLE` status from the CDS-500 enum; they MUST NOT be reported as verified. Verification statuses, reason codes and traffic-light presentation are owned by CDS-500 §17–§18 and are not restated here."
CDS1300-R039,CDS-1300,MUST,"The chosen strategy MUST define scope, entry criteria, exit criteria, rollback point and evidence package."
CDS1300-R040,CDS-1300,MUST NOT+MUST,"At any moment, exactly **one** pipeline MUST be the declared writer for a given channel field-set. On a channel with a single write target, a ""dual run"" therefore MUST operate as shadow publication on the non-authoritative side: the non-authoritative pipeline generates expected output and compares, and MUST NOT write. Reconciliation happens on evidence, never by both pipelines writing."
CDS1300-R041,CDS-1300,MUST,Each wave plan MUST declare its proving period (the post-cutover observation window that must elapse defect-free before exit) before cutover.
CDS1300-R042,CDS-1300,MUST,"Every production migration wave MUST have a tested rollback or compensating recovery procedure. **Channel-side rollback is defined as republication of the frozen pre-cutover baseline (R036)** through the governed publication path, followed by observation and verification — not as restoration of channel-internal state, which most channels cannot provide."
CDS1300-R043,CDS-1300,MUST NOT,"Rollback MUST NOT overwrite the evidence required to determine what changed and why (publication records, observations, verification results, decision log)."
CDS1300-R044,CDS-1300,MUST+MAY,Project completion MUST include recorded acceptance by the named run-state owners (who MAY be the same people as the project team — §2).
CDS1300-R045,CDS-1300,MUST,"Temporary migration scripts and credentials MUST be retired, governed, or incorporated into supported operations."
CDS1300-R046,CDS-1300,MUST,Quality thresholds MUST be defined before acceptance testing begins.
CDS1300-R047,CDS-1300,MUST+MAY,Quality and completeness denominators MUST include failed and quarantined records. A record MAY leave a denominator only through a disclosed `migration_disposition` (R009). Reporting completeness over a silently reduced population is non-conformant. *(This is the corpus's strongest anti-gaming control; see also CDS-1400 §6.)*
CDS1300-R048,CDS-1300,MUST,"AI-generated migration values MUST carry the provenance CDS-700 requires (model/workflow version, evidence, confidence where available) and MUST pass the same schema and dictionary validation as any other input."
CDS1300-R049,CDS-1300,MUST NOT+MUST,"AI MUST NOT silently resolve identifier conflicts, legal claims, safety attributes or other high-risk discrepancies; these MUST enter human review."
CDS1300-R050,CDS-1300,SHOULD,"Human review samples SHOULD include both accepted and rejected proposals, to detect systematic error in either direction."
CDS1300-R051,CDS-1300,MUST,"Training MUST cover authority, namespaces, dictionaries, publication states, verification and exception handling — and specifically **which channel-admin edits will be overwritten or treated as drift**."
CDS1300-R052,CDS-1300,MUST,"Migration tooling MUST preserve tenant and organisation boundaries (no cross-organisation mixing of dictionary, publication or observation records)."
CDS1300-R053,CDS-1300,MUST,"Migration credentials MUST follow least privilege, and read, write and approval credentials MUST be separated. *(Small-team profile: downgraded per Table 2-1 — combined credentials permitted with full attributable audit logging reviewed at wave exit.)*"
CDS1300-R054,CDS-1300,MUST,Temporary extracts MUST have a retention and destruction decision; temporary credentials MUST be rotated or revoked after each phase.
CDS1300-R055,CDS-1300,MUST,Acceptance thresholds MUST be approved before the migration wave executes.
CDS1300-R056,CDS-1300,MUST NOT,"A wave MUST NOT exit merely because all jobs completed; quality, verification, SEO-continuity and operational gates also apply."
CDS1300-R057,CDS-1300,MUST,"Operational readiness MUST be demonstrated by named operators completing representative workflows without project-team intervention, and the demonstration recorded. *(Small-team profile: intervention-free clause waived per Table 2-1.)*"
CDS1300-R058,CDS-1300,MUST,Legacy formulas MUST be catalogued and tested before they are replaced by code or rules — hidden business rules must not be lost even where implementation details change.
CDS1400-R001,CDS-1400,MUST,"A CDS operating model MUST monitor correctness, completeness, timeliness and downstream fidelity in addition to technical availability."
CDS1400-R002,CDS-1400,MUST,"An organisation MUST define how product-data incidents are declared, owned, escalated, resolved and reviewed."
CDS1400-R003,CDS-1400,MUST NOT+MUST,"Operational monitoring MUST use declared denominators and MUST NOT hide quarantined, failed or unobserved records (denominator rules: §6)."
CDS1400-R004,CDS-1400,MUST NOT+MUST+MAY,"Every role, review and monitoring domain named in this chapter MUST have a named owner. One person MAY hold any number of roles simultaneously, including all incident-command roles. A conformance assessment MUST NOT require distinct individuals per role."
CDS1400-R005,CDS-1400,SHOULD NOT+MUST,"Where staffing permits, the person coordinating an incident SHOULD NOT be the person performing the most complex repair, and the person who built a monitoring control or automation SHOULD NOT be its sole acceptor. Where one person must hold both hats, the incident or acceptance record MUST note the dual role and the compensating control applied (for example: checklist-driven self-review against th"
CDS1400-R006,CDS-1400,MAY,An organisation MAY adopt the **small-team profile** by declaring it in its conformance claim (claim rules: CDS-1000). Under that profile the requirements listed in Table 2-1 apply at the downgraded level shown; **all other requirements apply unchanged**. Acceptance and evidence records are never waived — only the requirement for the people involved to be different individuals.
CDS1400-R007,CDS-1400,MUST+SHOULD+MAY,"An organisation MAY declare the **enterprise operations profile** (an overlay profile under CDS-1000 §16). Under that profile: CDS1400-R016 (per-context service objectives) upgrades from SHOULD to MUST, and the minimum-roles column of Appendix B becomes applicable staffing guidance. Outside that profile the minimum-roles column is informative illustration only."
CDS1400-R008,CDS-1400,MUST,Monitoring MUST distinguish data state from processing state. A completed job does not prove that the resulting data is correct.
CDS1400-R009,CDS-1400,SHOULD,"Each material signal SHOULD be traceable to product, variant, field, channel, canonical revision and the relevant mapping or dictionary version."
CDS1400-R010,CDS-1400,MUST NOT+MUST,"Where a downstream field cannot be observed, its verification state MUST be recorded as `UNOBSERVABLE` from the CDS-500 §17 enum. It MUST NOT be recorded or reported as `MATCH`. (Test executions that were never run use the CDS-1000 §21 outcome `NOT_TESTED`; verification statuses and test outcomes are distinct vocabularies.)"
CDS1400-R011,CDS-1400,MUST+MAY,Every CDS operating profile MUST declare which monitoring domains are in scope and who owns each domain (one person MAY own all — §2).
CDS1400-R012,CDS-1400,MUST,"A rate MUST name its numerator, denominator, eligibility rules, exclusions and measurement window."
CDS1400-R013,CDS-1400,MUST+MAY,Quarantined or failed records MUST remain visible in relevant operational denominators unless the metric explicitly measures a different population. A record MAY leave a denominator only through a disclosed disposition. This applies the corpus's strongest anti-gaming control (CDS1300-R047; quarantine model: CDS-400 §17).
CDS1400-R014,CDS-1400,MUST NOT+MUST,An organisation MUST NOT report a 100 percent match rate — or any match rate — over fields that were not observed. Observation coverage MUST be reported separately from verification match rate and MUST NOT be folded into it.
CDS1400-R015,CDS-1400,MUST,"For every verified channel, the organisation MUST declare and monitor verification-health thresholds — at minimum: acceptable mismatch rate, acceptable missing rate, minimum observation coverage and maximum unresolved-mismatch age. These declared thresholds are the **base assurance mechanism** of this chapter. (Channel health aggregation: CDS-500 §23; migration exit thresholds: CDS-1300 §23.)"
CDS1400-R016,CDS-1400,MUST+SHOULD,"Per-context service objectives (SLOs) with defined measurement windows SHOULD be defined over the reference indicators. Under the enterprise operations profile (R007) this requirement upgrades to MUST. Verification-health thresholds (R015) already deliver the core assurance; full SLO and error-budget apparatus is proportionate to multi-team operations, not a universal floor."
CDS1400-R017,CDS-1400,MUST,"A breach of a declared threshold or a missed declared objective MUST trigger a review proportional to customer, commercial or compliance impact."
CDS1400-R018,CDS-1400,MUST,"A composite health score MUST expose its component measures, weights and unavailable inputs."
CDS1400-R019,CDS-1400,MUST NOT+MUST,"A green catalogue or channel score MUST NOT conceal a red condition on any field in the channel's **declared critical set**. The mechanism is CDS-500's: the organisation declares the critical field set per channel (CDS500-R013), and any critical-set field presenting RED caps the aggregate presentation at RED regardless of the numeric score (CDS500-R085). This chapter adds the operational obligatio"
CDS1400-R020,CDS-1400,MUST NOT+MUST,Telemetry MUST preserve tenant boundaries and MUST NOT expose sensitive supplier or customer data to unauthorised monitoring users (isolation rules: CDS-800 §19).
CDS1400-R021,CDS-1400,SHOULD,"Event types and reason codes SHOULD be versioned and governed as controlled reference data. Verification reason codes are drawn from the CDS_* registry (CDS-1100 §21; seed list CDS-500 Appendix B), not invented per dashboard."
CDS1400-R022,CDS-1400,MUST,Every summary dashboard MUST support drill-down to affected populations or evidence references.
CDS1400-R023,CDS-1400,MUST,Dashboard freshness and last-successful-update time MUST be visible on the dashboard itself.
CDS1400-R024,CDS-1400,MUST NOT+MUST,"Colour MUST NOT be the only signal conveying state in any operational view; a text label, status or reason code MUST accompany colour, for accessibility and for diagnosis. Traffic-light colour semantics and the detailed-status accessibility rule for verification indicators are owned by CDS-500 §18 (CDS500-R069, CDS500-R072–R073); this requirement extends the same principle to every operational vie"
CDS1400-R025,CDS-1400,MUST,Every production alert MUST have an accountable response owner and a documented first action. This is the normative floor for alert design.
CDS1400-R026,CDS-1400,SHOULD,"Alerts SHOULD be deduplicated by condition, scope and time window to prevent notification storms."
CDS1400-R027,CDS-1400,MUST+SHOULD,"An alert that repeatedly produces no action MUST be reviewed and SHOULD be redesigned, downgraded or retired. Alerting is self-limiting by design: an ignored alert is operational debt, not coverage."
CDS1400-R028,CDS-1400,MUST,"Severity MUST be based on actual or credible impact, not only the number of affected records."
CDS1400-R029,CDS-1400,MUST,"Security, safety, legal or tenant-isolation concerns MUST be allowed to raise severity even when the affected population is small."
CDS1400-R030,CDS-1400,MUST+MAY,Severity MAY change as evidence improves; changes MUST be recorded with rationale.
CDS1400-R031,CDS-1400,MUST+MAY,Every SEV-1 and SEV-2 incident MUST have a named incident commander. The commander MAY simultaneously hold any or all other incident roles (R004).
CDS1400-R032,CDS-1400,SHOULD,"Where staffing permits, the person coordinating the incident SHOULD be distinct from the person performing the most complex repair; the sole-operator case is governed by R005 (dual role noted, compensating control recorded)."
CDS1400-R033,CDS-1400,MUST+MAY,"Decision authority, escalation contacts and coverage hours MUST be declared per severity and incident class before an incident occurs. Declared after-hours coverage MAY be next-business-day for any incident class **except security and tenant-isolation classes, which MUST have a declared immediate escalation path at all times**."
CDS1400-R034,CDS-1400,MUST,"An incident record MUST contain a declared start time, current severity, affected scope, owner and known evidence."
CDS1400-R035,CDS-1400,MUST,"Triage MUST distinguish symptom, impact and suspected cause."
CDS1400-R036,CDS-1400,MUST,"If continued automation can increase impact, the relevant automation MUST be paused or constrained (using the R040 mechanisms) until safe operation is demonstrated."
CDS1400-R037,CDS-1400,MUST,Containment MUST prioritise prevention of additional incorrect propagation over speed of full repair.
CDS1400-R038,CDS-1400,MUST,"Repair actions MUST identify whether they change canonical values, expected channel state, downstream channel state or verification records."
CDS1400-R039,CDS-1400,MUST,"A bulk repair MUST support preview, bounded scope, evidence capture and post-repair verification."
CDS1400-R040,CDS-1400,MUST,"For each automated pipeline stage operated in production — ingestion, enrichment, publication, automated repair and AI workflows — a mechanism to pause or constrain that stage MUST exist and be operable **before** the automation runs in production. Containment capability is a system requirement, not an improvisation during the first incident. *(Promotes the capability that v0.1 assumed implicitly "
CDS1400-R041,CDS-1400,MUST NOT+MUST,"Repair policy MUST be selected from the diagnosed drift cause. **Republishing MUST NOT be assumed to be the correct repair**: republishing over an unauthorised external edit destroys the evidence of who changed what; republishing ""fixes"" a channel normalisation only until the next publish; republishing cannot repair a canonical defect, an observation defect or a transformation defect at all."
CDS1400-R042,CDS-1400,MAY,"Automatic repair MAY be used only for explicitly authorised, deterministic and bounded drift conditions, within PIM-owned fields (CDS500-R078)."
CDS1400-R043,CDS-1400,MUST,A repair MUST be followed by observation and verification before the incident or defect is closed (CDS500-R080).
CDS1400-R044,CDS-1400,SHOULD,"Critical mappings, dictionaries, taxonomies and transformations SHOULD have a known rollback mechanism. Channel-side rollback is republication of known-good state through the governed publication path, not restoration of channel-internal state (definition and irreversibility classes: CDS-1300 §17)."
CDS1400-R045,CDS-1400,MUST,Replay MUST be idempotent or otherwise protected against duplicate or destructive effects.
CDS1400-R046,CDS-1400,MUST NOT+MUST,An incident MUST NOT be declared recovered solely because processing resumed; affected data MUST meet the defined verification exit criteria (declared thresholds per R015).
CDS1400-R047,CDS-1400,MUST,Communication MUST distinguish confirmed facts from hypotheses.
CDS1400-R048,CDS-1400,MUST,"External notification decisions MUST follow legal, contractual, security and channel obligations."
CDS1400-R049,CDS-1400,MUST NOT,Sensitive evidence MUST NOT be copied into broad communication channels when a controlled reference is sufficient.
CDS1400-R050,CDS-1400,MUST+SHOULD,"Every SEV-1 incident MUST receive a documented post-incident review (template: Appendix D.1). Every SEV-2 incident SHOULD receive at least a lightweight review (template: Appendix D.2). *(v0.1 mandated full PIRs for all SEV-2 incidents; under this chapter's SEV-2 definition that produces review-writing as a standing tax at small scale and reviews nobody reads at large scale. The SHOULD, with a tem"
CDS1400-R051,CDS-1400,MUST,"The review MUST identify contributing conditions and control gaps, not merely the final triggering action."
CDS1400-R052,CDS-1400,MUST,Corrective actions arising from a review MUST have named owners and tracked completion evidence.
CDS1400-R053,CDS-1400,MUST,A SEV-1 review MUST include at least one participant who was not the primary incident responder. *(Small-team profile: waived per Table 2-1 with sole-operator note and archived evidence.)*
CDS1400-R054,CDS-1400,SHOULD,Recurring incidents SHOULD be linked to a problem record with an accountable owner and a long-term remediation plan.
CDS1400-R055,CDS-1400,MUST,"A temporary workaround MUST have an expiry date, review date or retirement condition recorded at the time the workaround is adopted."
CDS1400-R056,CDS-1400,MUST,"Known operational debt MUST remain visible in operational reporting until it is accepted, remediated or explicitly retired."
CDS1400-R057,CDS-1400,MUST,Material changes MUST be identifiable in operational telemetry (a change identifier linkable to affected events and records).
CDS1400-R058,CDS-1400,SHOULD,"Dictionary, taxonomy, mapping and AI changes SHOULD receive the same regression discipline as code changes."
CDS1400-R059,CDS-1400,MUST NOT,"A change MUST NOT be considered successful until its downstream effects have been observed and compared against the pre-change baseline within the declared observation window, with results inside the declared thresholds (R015)."
CDS1400-R060,CDS-1400,SHOULD,"Improvement work SHOULD be prioritised using impact, recurrence, risk and effort rather than anecdote alone."
CDS1400-R061,CDS-1400,SHOULD,Completed improvements SHOULD be measured against the outcome they were intended to change.
CDS1400-R062,CDS-1400,MUST+SHOULD+MAY,"AI monitoring segmentation MUST scale with the declared autonomy level of each workflow, exactly as defined by CDS700-R081: segmented monitoring distinguishing AI-originated from human-originated values is MUST for A3/A4 workflows, SHOULD for A2, and MAY be limited to volume and sampled quality checks for A1. This chapter supplies the mechanics; CDS-700 owns the scaling rule."
CDS1400-R063,CDS-1400,MUST,"AI quality MUST be measured against reviewed outcomes, not the model confidence value alone."
CDS1400-R064,CDS-1400,MUST,"A material decline in quality or an increase in prohibited output MUST trigger containment proportional to the workflow's autonomy level (CDS-700), using the pause/constrain mechanisms required by R040."
CDS1400-R065,CDS-1400,MUST,"Facet cardinality and zero-result **construction** (facet values whose product set is empty by construction) MUST be monitored. These are the minimum customer-experience signals: they are computable PIM-side from governed dictionaries, facet projections and product data, on every channel, with no storefront telemetry required (facet rules: CDS-600)."
CDS1400-R066,CDS-1400,MUST,"Interaction-derived signals — search failure rates, zero-result filter *interactions*, navigation abandonment — are **conditionally observable**. Each channel profile MUST declare whether interaction telemetry is available; where it is not, customer-experience health MUST be reported as a declared monitoring gap for those signals, never assumed healthy."
CDS1400-R067,CDS-1400,SHOULD+MAY,"Where interaction telemetry is available, it SHOULD be monitored. Interaction-metric monitoring is otherwise profile-optional and MAY be bound to the customer-experience overlay profile (CDS-1000)."
CDS1400-R068,CDS-1400,MUST,Monitoring data MUST follow the same tenant-isolation and access-control principles as product data (CDS-800 §19).
CDS1400-R069,CDS-1400,MUST NOT,"Secrets, authentication tokens and sensitive personal data MUST NOT be intentionally recorded in general operational telemetry."
CDS1400-R070,CDS-1400,MUST,Incident evidence retention MUST be governed and documented.
CDS1400-R071,CDS-1400,MUST,"The operating model MUST include, at minimum: **(a)** one recurring operational review, at a declared cadence, with recorded outcomes and tracked actions; and **(b)** a defined post-incident review path (§19). *(v0.1 mandated five governed review forums; that is enterprise practice, not a conformance floor. One honest recurring review that produces decisions beats five that produce minutes.)*"
CDS1400-R072,CDS-1400,SHOULD,"A recurring review that repeatedly produces no decisions, ownership or follow-up SHOULD be redesigned or retired — the same self-limiting rule that governs alerts (R027). Reviews are for decisions, not attendance."
CDS1500-R001,CDS-1500,MUST,"An implementation claiming the Apparel Profile MUST distinguish product identity, sellable variants, canonical attributes, display labels, customer facets and channel representations, per the value-layer model of CDS-400 and CDS-100 §3."
CDS1500-R002,CDS-1500,MUST,"An implementation claiming the Homewares Profile MUST store dimensions, capacity and other measurable specifications as typed values with declared units rather than uncontrolled text."
CDS1500-R003,CDS-1500,MUST NOT+MUST,An industry profile MUST NOT force every possible attribute onto every product. Requiredness MUST be defined per product family and category profile.
CDS1500-R004,CDS-1500,MUST+MAY,"A retailer MAY extend the baseline dictionaries, but MUST preserve stable identifiers, aliases, mappings and deprecation history (change control per CDS-400 and CDS-800)."
CDS1500-R005,CDS-1500,MUST,Every profile MUST identify which attributes are inherited common attributes and which are category-specific.
CDS1500-R006,CDS-1500,MUST,A category profile MUST declare a requirement level (§4) for each attribute it governs.
CDS1500-R007,CDS-1500,MUST,Attributes that create distinct sellable units MUST be modelled at variant scope; descriptive attributes MUST remain at product scope unless values genuinely differ by variant (variant boundary rule: CDS-200 §5).
CDS1500-R008,CDS-1500,SHOULD,"A single product fact SHOULD be entered canonically once and reused across display, search, facets, collections and channel mappings."
CDS1500-R009,CDS-1500,MUST,"Requiredness MUST be evaluated against the product family and category profile, not against a universal flat field list."
